model,cond,pair,layer,n,metric,value
en-fr-starved,starved,en-fr,16,1000,top1_b2a,0.5978
en-fr-starved,starved,en-fr,16,2009,hungarian,1.0
en-fr-starved,starved,en-fr,16,2009,mexa_mutual,0.4808362369337979
en-fr-starved,starved,en-fr,16,2009,top1_a2b,0.9069188651070185
en-fr-starved,starved,en-fr,16,2009,top1_b2a,0.5216525634644101
en-zh-fair,fair,en-zh,0,1000,hungarian,0.6042
en-zh-fair,fair,en-zh,0,1000,mexa_mutual,0.20659999999999998
en-zh-fair,fair,en-zh,0,1000,top1_a2b,0.2992
en-zh-fair,fair,en-zh,0,1000,top1_b2a,0.4102
en-zh-fair,fair,en-zh,0,2009,hungarian,0.5624688899950224
en-zh-fair,fair,en-zh,0,2009,mexa_mutual,0.17720258835241415
en-zh-fair,fair,en-zh,0,2009,top1_a2b,0.2707814833250373
en-zh-fair,fair,en-zh,0,2009,top1_b2a,0.36436037829766055
en-zh-fair,fair,en-zh,1,1000,hungarian,0.9846
en-zh-fair,fair,en-zh,1,1000,mexa_mutual,0.46900000000000003
en-zh-fair,fair,en-zh,1,1000,top1_a2b,0.6194
en-zh-fair,fair,en-zh,1,1000,top1_b2a,0.7154
en-zh-fair,fair,en-zh,1,2009,hungarian,0.9790940766550522
en-zh-fair,fair,en-zh,1,2009,mexa_mutual,0.4315579890492782
en-zh-fair,fair,en-zh,1,2009,top1_a2b,0.5798904927824788
en-zh-fair,fair,en-zh,1,2009,top1_b2a,0.6829268292682927
en-zh-fair,fair,en-zh,2,1000,hungarian,0.9732
en-zh-fair,fair,en-zh,2,1000,mexa_mutual,0.631
en-zh-fair,fair,en-zh,2,1000,top1_a2b,0.688
en-zh-fair,fair,en-zh,2,1000,top1_b2a,0.8583999999999999
en-zh-fair,fair,en-zh,2,2009,hungarian,0.9711299153807864
en-zh-fair,fair,en-zh,2,2009,mexa_mutual,0.5923344947735192
en-zh-fair,fair,en-zh,2,2009,top1_a2b,0.6570433051269288
en-zh-fair,fair,en-zh,2,2009,top1_b2a,0.8322548531607765
en-zh-fair,fair,en-zh,3,1000,hungarian,0.974
en-zh-fair,fair,en-zh,3,1000,mexa_mutual,0.6488
en-zh-fair,fair,en-zh,3,1000,top1_a2b,0.7036
en-zh-fair,fair,en-zh,3,1000,top1_b2a,0.8625999999999999
en-zh-fair,fair,en-zh,3,2009,hungarian,0.9706321553011449
en-zh-fair,fair,en-zh,3,2009,mexa_mutual,0.6132404181184669
en-zh-fair,fair,en-zh,3,2009,top1_a2b,0.6779492284718766
en-zh-fair,fair,en-zh,3,2009,top1_b2a,0.8367346938775511
en-zh-fair,fair,en-zh,4,1000,hungarian,0.991
en-zh-fair,fair,en-zh,4,1000,mexa_mutual,0.7256
en-zh-fair,fair,en-zh,4,1000,top1_a2b,0.7832000000000001
en-zh-fair,fair,en-zh,4,1000,top1_b2a,0.8757999999999999
en-zh-fair,fair,en-zh,4,2009,hungarian,0.987058237929318
en-zh-fair,fair,en-zh,4,2009,mexa_mutual,0.6874066699850672
en-zh-fair,fair,en-zh,4,2009,top1_a2b,0.7511199601791936
en-zh-fair,fair,en-zh,4,2009,top1_b2a,0.8531607765057242
en-zh-fair,fair,en-zh,5,1000,hungarian,0.8528
en-zh-fair,fair,en-zh,5,1000,mexa_mutual,0.5374000000000001
en-zh-fair,fair,en-zh,5,1000,top1_a2b,0.6448
en-zh-fair,fair,en-zh,5,1000,top1_b2a,0.725
en-zh-fair,fair,en-zh,5,2009,hungarian,0.8332503733200597
en-zh-fair,fair,en-zh,5,2009,mexa_mutual,0.5146839223494276
en-zh-fair,fair,en-zh,5,2009,top1_a2b,0.624688899950224
en-zh-fair,fair,en-zh,5,2009,top1_b2a,0.7003484320557491
en-zh-fair,fair,en-zh,6,1000,hungarian,0.9532
en-zh-fair,fair,en-zh,6,1000,mexa_mutual,0.6592
en-zh-fair,fair,en-zh,6,1000,top1_a2b,0.746
en-zh-fair,fair,en-zh,6,1000,top1_b2a,0.8619999999999999
en-zh-fair,fair,en-zh,6,2009,hungarian,0.9342956694873071
en-zh-fair,fair,en-zh,6,2009,mexa_mutual,0.6371329019412643
en-zh-fair,fair,en-zh,6,2009,top1_a2b,0.7322050771528124
en-zh-fair,fair,en-zh,6,2009,top1_b2a,0.8382279741164759
en-zh-fair,fair,en-zh,7,1000,hungarian,0.9960000000000001
en-zh-fair,fair,en-zh,7,1000,mexa_mutual,0.797
en-zh-fair,fair,en-zh,7,1000,top1_a2b,0.858
en-zh-fair,fair,en-zh,7,1000,top1_b2a,0.9308
en-zh-fair,fair,en-zh,7,2009,hungarian,0.9895470383275261
en-zh-fair,fair,en-zh,7,2009,mexa_mutual,0.7775012444001991
en-zh-fair,fair,en-zh,7,2009,top1_a2b,0.8456943753111
en-zh-fair,fair,en-zh,7,2009,top1_b2a,0.9178695868591339
en-zh-fair,fair,en-zh,8,1000,hungarian,0.9992000000000001
en-zh-fair,fair,en-zh,8,1000,mexa_mutual,0.8469999999999999
en-zh-fair,fair,en-zh,8,1000,top1_a2b,0.8981999999999999
en-zh-fair,fair,en-zh,8,1000,top1_b2a,0.9478
en-zh-fair,fair,en-zh,8,2009,hungarian,0.9980089596814335
en-zh-fair,fair,en-zh,8,2009,mexa_mutual,0.8307615729218517
en-zh-fair,fair,en-zh,8,2009,top1_a2b,0.8885017421602788
en-zh-fair,fair,en-zh,8,2009,top1_b2a,0.93827775012444
en-zh-fair,fair,en-zh,9,1000,hungarian,0.9996
en-zh-fair,fair,en-zh,9,1000,mexa_mutual,0.8646
en-zh-fair,fair,en-zh,9,1000,top1_a2b,0.9178000000000001
en-zh-fair,fair,en-zh,9,1000,top1_b2a,0.9452
en-zh-fair,fair,en-zh,9,2009,hungarian,0.9990044798407167
en-zh-fair,fair,en-zh,9,2009,mexa_mutual,0.8456943753111
en-zh-fair,fair,en-zh,9,2009,top1_a2b,0.9059233449477352
en-zh-fair,fair,en-zh,9,2009,top1_b2a,0.9357889497262319
en-zh-fair,fair,en-zh,10,1000,hungarian,0.9996
en-zh-fair,fair,en-zh,10,1000,mexa_mutual,0.8902000000000001
en-zh-fair,fair,en-zh,10,1000,top1_a2b,0.9326000000000001
en-zh-fair,fair,en-zh,10,1000,top1_b2a,0.9554
en-zh-fair,fair,en-zh,10,2009,hungarian,0.9990044798407167
en-zh-fair,fair,en-zh,10,2009,mexa_mutual,0.8695868591338974
en-zh-fair,fair,en-zh,10,2009,top1_a2b,0.9173718267794922
en-zh-fair,fair,en-zh,10,2009,top1_b2a,0.947237431557989
en-zh-fair,fair,en-zh,11,1000,hungarian,0.9996
en-zh-fair,fair,en-zh,11,1000,mexa_mutual,0.9052
en-zh-fair,fair,en-zh,11,1000,top1_a2b,0.9498
en-zh-fair,fair,en-zh,11,1000,top1_b2a,0.952
en-zh-fair,fair,en-zh,11,2009,hungarian,0.9990044798407167
en-zh-fair,fair,en-zh,11,2009,mexa_mutual,0.883026381284221
en-zh-fair,fair,en-zh,11,2009,top1_a2b,0.9328023892483823
en-zh-fair,fair,en-zh,11,2009,top1_b2a,0.944748631159781
en-zh-fair,fair,en-zh,12,1000,hungarian,0.9992000000000001
en-zh-fair,fair,en-zh,12,1000,mexa_mutual,0.921
en-zh-fair,fair,en-zh,12,1000,top1_a2b,0.9551999999999999
en-zh-fair,fair,en-zh,12,1000,top1_b2a,0.961
en-zh-fair,fair,en-zh,12,2009,hungarian,0.9980089596814335
en-zh-fair,fair,en-zh,12,2009,mexa_mutual,0.8994524639123942
en-zh-fair,fair,en-zh,12,2009,top1_a2b,0.9387755102040817
en-zh-fair,fair,en-zh,12,2009,top1_b2a,0.9542060726729716
en-zh-fair,fair,en-zh,13,1000,hungarian,0.9987999999999999
en-zh-fair,fair,en-zh,13,1000,mexa_mutual,0.9366
en-zh-fair,fair,en-zh,13,1000,top1_a2b,0.9623999999999999
en-zh-fair,fair,en-zh,13,1000,top1_b2a,0.968
en-zh-fair,fair,en-zh,13,2009,hungarian,0.9970134395221503
en-zh-fair,fair,en-zh,13,2009,mexa_mutual,0.9178695868591339
en-zh-fair,fair,en-zh,13,2009,top1_a2b,0.9467396714783475
en-zh-fair,fair,en-zh,13,2009,top1_b2a,0.9606769537083126
en-zh-fair,fair,en-zh,14,1000,hungarian,0.9987999999999999
en-zh-fair,fair,en-zh,14,1000,mexa_mutual,0.9288000000000001
en-zh-fair,fair,en-zh,14,1000,top1_a2b,0.9608000000000001
en-zh-fair,fair,en-zh,14,1000,top1_b2a,0.9581999999999999
en-zh-fair,fair,en-zh,14,2009,hungarian,0.9965156794425087
en-zh-fair,fair,en-zh,14,2009,mexa_mutual,0.9094076655052264
en-zh-fair,fair,en-zh,14,2009,top1_a2b,0.9442508710801394
en-zh-fair,fair,en-zh,14,2009,top1_b2a,0.9507217521154804
en-zh-fair,fair,en-zh,15,1000,hungarian,0.9992000000000001
en-zh-fair,fair,en-zh,15,1000,mexa_mutual,0.7314
en-zh-fair,fair,en-zh,15,1000,top1_a2b,0.8183999999999999
en-zh-fair,fair,en-zh,15,1000,top1_b2a,0.8634000000000001
en-zh-fair,fair,en-zh,15,2009,hungarian,0.9980089596814335
en-zh-fair,fair,en-zh,15,2009,mexa_mutual,0.6575410652065704
en-zh-fair,fair,en-zh,15,2009,top1_a2b,0.7600796416127427
en-zh-fair,fair,en-zh,15,2009,top1_b2a,0.8193130910900945
en-zh-fair,fair,en-zh,16,1000,hungarian,1.0
en-zh-fair,fair,en-zh,16,1000,mexa_mutual,0.0216
en-zh-fair,fair,en-zh,16,1000,top1_a2b,0.041
en-zh-fair,fair,en-zh,16,1000,top1_b2a,0.1044
en-zh-fair,fair,en-zh,16,2009,hungarian,1.0
en-zh-fair,fair,en-zh,16,2009,mexa_mutual,0.014932802389248382
en-zh-fair,fair,en-zh,16,2009,top1_a2b,0.0273768043802887
en-zh-fair,fair,en-zh,16,2009,top1_b2a,0.07914385266301642
en-zh-starved,starved,en-zh,0,1000,hungarian,0.18460000000000001
en-zh-starved,starved,en-zh,0,1000,mexa_mutual,0.0602
en-zh-starved,starved,en-zh,0,1000,top1_a2b,0.1392
en-zh-starved,starved,en-zh,0,1000,top1_b2a,0.1008
en-zh-starved,starved,en-zh,0,2009,hungarian,0.15778994524639123
en-zh-starved,starved,en-zh,0,2009,mexa_mutual,0.049776007964161276
en-zh-starved,starved,en-zh,0,2009,top1_a2b,0.11498257839721254
en-zh-starved,starved,en-zh,0,2009,top1_b2a,0.08262817322050771
en-zh-starved,starved,en-zh,1,1000,hungarian,0.7418
en-zh-starved,starved,en-zh,1,1000,mexa_mutual,0.0876
en-zh-starved,starved,en-zh,1,1000,top1_a2b,0.3358
en-zh-starved,starved,en-zh,1,1000,top1_b2a,0.1478
en-zh-starved,starved,en-zh,1,2009,hungarian,0.6814335490293678
en-zh-starved,starved,en-zh,1,2009,mexa_mutual,0.0746640119462419
en-zh-starved,starved,en-zh,1,2009,top1_a2b,0.3001493280238925
en-zh-starved,starved,en-zh,1,2009,top1_b2a,0.12195121951219512
en-zh-starved,starved,en-zh,2,1000,hungarian,0.9593999999999999
en-zh-starved,starved,en-zh,2,1000,mexa_mutual,0.0776
en-zh-starved,starved,en-zh,2,1000,top1_a2b,0.336
en-zh-starved,starved,en-zh,2,1000,top1_b2a,0.1472
en-zh-starved,starved,en-zh,2,2009,hungarian,0.9407665505226481
en-zh-starved,starved,en-zh,2,2009,mexa_mutual,0.0627177700348432
en-zh-starved,starved,en-zh,2,2009,top1_a2b,0.30313588850174217
en-zh-starved,starved,en-zh,2,2009,top1_b2a,0.12692882030861125
en-zh-starved,starved,en-zh,3,1000,hungarian,0.9762000000000001
en-zh-starved,starved,en-zh,3,1000,mexa_mutual,0.13640000000000002
en-zh-starved,starved,en-zh,3,1000,top1_a2b,0.38280000000000003
en-zh-starved,starved,en-zh,3,1000,top1_b2a,0.24159999999999998
en-zh-starved,starved,en-zh,3,2009,hungarian,0.9651567944250871
en-zh-starved,starved,en-zh,3,2009,mexa_mutual,0.1134892981582877
en-zh-starved,starved,en-zh,3,2009,top1_a2b,0.35241413638626184
en-zh-starved,starved,en-zh,3,2009,top1_b2a,0.20856147336983574
en-zh-starved,starved,en-zh,4,1000,hungarian,0.9888
en-zh-starved,starved,en-zh,4,1000,mexa_mutual,0.211
en-zh-starved,starved,en-zh,4,1000,top1_a2b,0.44580000000000003
en-zh-starved,starved,en-zh,4,1000,top1_b2a,0.3666
en-zh-starved,starved,en-zh,4,2009,hungarian,0.9785963165754107
en-zh-starved,starved,en-zh,4,2009,mexa_mutual,0.1752115480338477
en-zh-starved,starved,en-zh,4,2009,top1_a2b,0.4131408661025386
en-zh-starved,starved,en-zh,4,2009,top1_b2a,0.31956197112991536
en-zh-starved,starved,en-zh,5,1000,hungarian,0.58
en-zh-starved,starved,en-zh,5,1000,mexa_mutual,0.2166
en-zh-starved,starved,en-zh,5,1000,top1_a2b,0.3362
en-zh-starved,starved,en-zh,5,1000,top1_b2a,0.3672
en-zh-starved,starved,en-zh,5,2009,hungarian,0.5679442508710801
en-zh-starved,starved,en-zh,5,2009,mexa_mutual,0.187655550024888
en-zh-starved,starved,en-zh,5,2009,top1_a2b,0.30711796913887507
en-zh-starved,starved,en-zh,5,2009,top1_b2a,0.3325037332005973
en-zh-starved,starved,en-zh,6,1000,hungarian,0.7064
en-zh-starved,starved,en-zh,6,1000,mexa_mutual,0.3182
en-zh-starved,starved,en-zh,6,1000,top1_a2b,0.42960000000000004
en-zh-starved,starved,en-zh,6,1000,top1_b2a,0.5074
en-zh-starved,starved,en-zh,6,2009,hungarian,0.6874066699850672
en-zh-starved,starved,en-zh,6,2009,mexa_mutual,0.289198606271777
en-zh-starved,starved,en-zh,6,2009,top1_a2b,0.4011946241911399
en-zh-starved,starved,en-zh,6,2009,top1_b2a,0.47834743653558986
en-zh-starved,starved,en-zh,7,1000,hungarian,0.8550000000000001
en-zh-starved,starved,en-zh,7,1000,mexa_mutual,0.5112
en-zh-starved,starved,en-zh,7,1000,top1_a2b,0.608
en-zh-starved,starved,en-zh,7,1000,top1_b2a,0.7226
en-zh-starved,starved,en-zh,7,2009,hungarian,0.8471876555500248
en-zh-starved,starved,en-zh,7,2009,mexa_mutual,0.4917869586859134
en-zh-starved,starved,en-zh,7,2009,top1_a2b,0.5923344947735192
en-zh-starved,starved,en-zh,7,2009,top1_b2a,0.6958685913389746
en-zh-starved,starved,en-zh,8,1000,hungarian,0.9364000000000001
en-zh-starved,starved,en-zh,8,1000,mexa_mutual,0.6738000000000001
en-zh-starved,starved,en-zh,8,1000,top1_a2b,0.745
en-zh-starved,starved,en-zh,8,1000,top1_b2a,0.86
en-zh-starved,starved,en-zh,8,2009,hungarian,0.9258337481333997
en-zh-starved,starved,en-zh,8,2009,mexa_mutual,0.6470881035340965
en-zh-starved,starved,en-zh,8,2009,top1_a2b,0.7247386759581882
en-zh-starved,starved,en-zh,8,2009,top1_b2a,0.8382279741164759
en-zh-starved,starved,en-zh,9,1000,hungarian,0.9708
en-zh-starved,starved,en-zh,9,1000,mexa_mutual,0.7944000000000001
en-zh-starved,starved,en-zh,9,1000,top1_a2b,0.8408
en-zh-starved,starved,en-zh,9,1000,top1_b2a,0.9312000000000001
en-zh-starved,starved,en-zh,9,2009,hungarian,0.9651567944250871
en-zh-starved,starved,en-zh,9,2009,mexa_mutual,0.7730214036834245
en-zh-starved,starved,en-zh,9,2009,top1_a2b,0.8218018914883026
en-zh-starved,starved,en-zh,9,2009,top1_b2a,0.9223494275759084
en-zh-starved,starved,en-zh,10,1000,hungarian,0.9853999999999999
en-zh-starved,starved,en-zh,10,1000,mexa_mutual,0.8501999999999998
en-zh-starved,starved,en-zh,10,1000,top1_a2b,0.8844
en-zh-starved,starved,en-zh,10,1000,top1_b2a,0.954
en-zh-starved,starved,en-zh,10,2009,hungarian,0.9855649576903932
en-zh-starved,starved,en-zh,10,2009,mexa_mutual,0.8297660527625684
en-zh-starved,starved,en-zh,10,2009,top1_a2b,0.8656047784967645
en-zh-starved,starved,en-zh,10,2009,top1_b2a,0.9477351916376306
en-zh-starved,starved,en-zh,11,1000,hungarian,0.9952
en-zh-starved,starved,en-zh,11,1000,mexa_mutual,0.8795999999999999
en-zh-starved,starved,en-zh,11,1000,top1_a2b,0.909
en-zh-starved,starved,en-zh,11,1000,top1_b2a,0.9648
en-zh-starved,starved,en-zh,11,2009,hungarian,0.9930313588850174
en-zh-starved,starved,en-zh,11,2009,mexa_mutual,0.8571428571428571
en-zh-starved,starved,en-zh,11,2009,top1_a2b,0.8899950223992036
en-zh-starved,starved,en-zh,11,2009,top1_b2a,0.9581881533101045
en-zh-starved,starved,en-zh,12,1000,hungarian,0.9975999999999999
en-zh-starved,starved,en-zh,12,1000,mexa_mutual,0.8977999999999999
en-zh-starved,starved,en-zh,12,1000,top1_a2b,0.9258000000000001
en-zh-starved,starved,en-zh,12,1000,top1_b2a,0.9672000000000001
en-zh-starved,starved,en-zh,12,2009,hungarian,0.9970134395221503
en-zh-starved,starved,en-zh,12,2009,mexa_mutual,0.8725734196117472
en-zh-starved,starved,en-zh,12,2009,top1_a2b,0.9054255848680935
en-zh-starved,starved,en-zh,12,2009,top1_b2a,0.960179193628671
en-zh-starved,starved,en-zh,13,1000,hungarian,0.9996
en-zh-starved,starved,en-zh,13,1000,mexa_mutual,0.9262
en-zh-starved,starved,en-zh,13,1000,top1_a2b,0.9480000000000001
en-zh-starved,starved,en-zh,13,1000,top1_b2a,0.9718
en-zh-starved,starved,en-zh,13,2009,hungarian,0.9990044798407167
en-zh-starved,starved,en-zh,13,2009,mexa_mutual,0.8994524639123942
en-zh-starved,starved,en-zh,13,2009,top1_a2b,0.9273270283723245
en-zh-starved,starved,en-zh,13,2009,top1_b2a,0.9636635141861623
en-zh-starved,starved,en-zh,14,1000,hungarian,0.9992000000000001
en-zh-starved,starved,en-zh,14,1000,mexa_mutual,0.9294
en-zh-starved,starved,en-zh,14,1000,top1_a2b,0.9574
en-zh-starved,starved,en-zh,14,1000,top1_b2a,0.9628
en-zh-starved,starved,en-zh,14,2009,hungarian,0.9980089596814335
en-zh-starved,starved,en-zh,14,2009,mexa_mutual,0.9094076655052264
en-zh-starved,starved,en-zh,14,2009,top1_a2b,0.9417620706819313
en-zh-starved,starved,en-zh,14,2009,top1_b2a,0.9527127924340468
en-zh-starved,starved,en-zh,15,1000,hungarian,0.9982
en-zh-starved,starved,en-zh,15,1000,mexa_mutual,0.775
en-zh-starved,starved,en-zh,15,1000,top1_a2b,0.8698
en-zh-starved,starved,en-zh,15,1000,top1_b2a,0.8593999999999999
en-zh-starved,starved,en-zh,15,2009,hungarian,0.9980089596814335
en-zh-starved,starved,en-zh,15,2009,mexa_mutual,0.7202588352414137
en-zh-starved,starved,en-zh,15,2009,top1_a2b,0.8267794922847188
en-zh-starved,starved,en-zh,15,2009,top1_b2a,0.8272772523643603
en-zh-starved,starved,en-zh,16,1000,hungarian,1.0
en-zh-starved,starved,en-zh,16,1000,mexa_mutual,0.0376
en-zh-starved,starved,en-zh,16,1000,top1_a2b,0.15360000000000001
en-zh-starved,starved,en-zh,16,1000,top1_b2a,0.08099999999999999
en-zh-starved,starved,en-zh,16,2009,hungarian,1.0
en-zh-starved,starved,en-zh,16,2009,mexa_mutual,0.013439522150323544
en-zh-starved,starved,en-zh,16,2009,top1_a2b,0.09059233449477352
en-zh-starved,starved,en-zh,16,2009,top1_b2a,0.018914883026381283
